Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
d-kurd-12-ember-steel,D Kurd 12 - Ember Steel - 440Hz,"<p>The D-Kurd is without hesitation the most classic handpan scale available. And for good reason, it can be both deep and dark or bright and happy. The choice of notes and layout of the scale makes it very intuitive to play and versatile at the same time. With this scale you have the full diatonic D minor scale.</p><p>D minor (and if you would start from the F, it is also F major) is a very popular scale in music, this makes the D Kurd a great model for jamming with other musicians. It contains all the white keys on the piano except for the B, which is a Bb in this scale. Most of the online handpan courses are also made with the D Kurd, so you can play together along the instruction videos. It is an excellent beginners model, but at the same time it will give enough options to play, due to being a very versatile scale. All in all, you can never go wrong with the D Kurd.</p><p>A side note: the patina on most ember steel handpans is not stable and the instruments are likely to change colour. This does not affect the sound or tuning, it just creates a vintage look.</p><p>D Kurd 12 - Ember Steel</p><p>Ships</p><p>on 14-10-2026</p><p>Full extended D minor scale</p><p>We need to pack your instrument in a proper handpan case in order</p><p>for your instrument to arrive safely.</p><p>Please choose a bag</p><p>75.00 -</p><p>Ayasa Soft Case</p><p>200.00 -</p><p>Evatek 2.0 HCT Woodbine</p><p>200.00 -</p><p>Evatek 2.0 HCT Blue Moon</p><p>200.00 -</p><p>Evatek 2.0 HCT A.J.P. Signature</p><p>(out of stock)</p><p>200.00 -</p><p>Evatek 2.0 HCT Stonewash</p><p>200.00 -</p><p>Evatek 2.0 HCT Cayenne</p><p>200.00 -</p><p>Evatek 2.0 HCT Black</p><p>200.00 -</p><p>Evatek 2.0 HCT Mustang</p><p>250.00 -</p><p>HCT Cargo Hardcase</p><p>(out of stock)</p>",Ayasa Instruments,Handpan,"instrument, ships:2026-10-14, free-tshirt",TRUE,Title,Default Title,,5000,shopify,0,continue,manual,3000.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/ZqwQVcMGtOLF2bxl6PrjpIJxqldaph3QNGvoj6Zp-copy-2ef51933e1e69ef9.png,1,D Kurd 12 - Ember Steel - 440Hz,active
d-kurd-12-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/i3E5ppU0yNAO40UhpcQUMkh99ggKmXFMDEg4NCo3-copy-4b314db9185e439c.png,2,D Kurd 12 - Ember Steel - 440Hz,
d-kurd-12-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/UJ1RgCQ2BOnYn3PDhYWHYGUmvjBAimZw3X0CWXF0.png,3,D Kurd 12 - Ember Steel - 440Hz,
d-kurd-12-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/JzIIgEgzZR0XIhhztixciSsVNd7K2mowGZ5khic7.png,4,D Kurd 12 - Ember Steel - 440Hz,
d-aegean-20-ember-steel,D Aegean 20 - Ember Steel - 440Hz,"<p>The D Aegean 20 is an extended D Lydian scale. The sound of the Aegean is spacious and creates a beautiful mysterious atmosphere. The B2 adds a very deep layer to this scale. It’s suitable for different musical expressions, ranging from deep meditative moods to melodic explorations.</p><p>D Aegean 20 - Ember Steel</p><p>Ships</p><p>on 14-12-2026</p><p>Full extended F# minor scale (D Ding)</p><p>We need to pack your instrument in a proper handpan case in order</p><p>for your instrument to arrive safely.</p><p>Please choose a bag</p><p>75.00 -</p><p>Ayasa Soft Case</p><p>200.00 -</p><p>Evatek 2.0 HCT Woodbine</p><p>200.00 -</p><p>Evatek 2.0 HCT Blue Moon</p><p>200.00 -</p><p>Evatek 2.0 HCT A.J.P. Signature</p><p>(out of stock)</p><p>200.00 -</p><p>Evatek 2.0 HCT Stonewash</p><p>200.00 -</p><p>Evatek 2.0 HCT Cayenne</p><p>200.00 -</p><p>Evatek 2.0 HCT Black</p><p>200.00 -</p><p>Evatek 2.0 HCT Mustang</p><p>250.00 -</p><p>HCT Cargo Hardcase</p><p>(out of stock)</p>",Ayasa Instruments,Handpan,"instrument, ships:2026-12-14, free-tshirt",TRUE,Title,Default Title,,5000,shopify,0,continue,manual,5000.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/YNtNQvMTx1eyPtNdFP3tpBexFFCzGz7MYMwiHgnI.png,1,D Aegean 20 - Ember Steel - 440Hz,active
d-aegean-20-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/JVmAbrnP1LZcOwh7MvySf1En0M9Dx8CmbYrR4tl1.png,2,D Aegean 20 - Ember Steel - 440Hz,
d-aegean-20-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/UZveOM4yZwxapZf8C4UxQPLuIjMtuVS3rqc3LiP8.png,3,D Aegean 20 - Ember Steel - 440Hz,
d-kurd-19-ember-steel,D Kurd 19 - Ember Steel - 440Hz,"<p>The D-Kurd is without hesitation the most classic handpan scale available. And for good reason, it can be both deep and dark or bright and happy. The choice of notes and layout of the scale makes it very intuitive to play and versatile at the same time. With this scale you have the full diatonic D minor scale.</p><p>Video is coming soon</p><p>D minor (and if you would start from the F, it is also F major) is a very popular scale in music, this makes the D Kurd a great model for jamming with other musicians. It contains all the white keys on the piano except for the B, which is a Bb in this scale. Most of the online handpan courses are also made with the D Kurd, so you can play together along the instruction videos. It is an excellent beginners model, but at the same time it will give enough options to play, due to being a very versatile scale. All in all, you can never go wrong with the D Kurd.</p><p>D Kurd 19 - Ember Steel</p><p>Ships</p><p>on 15-02-2027</p><p>Full extended D minor scale</p><p>We need to pack your instrument in a proper handpan case in order</p><p>for your instrument to arrive safely.</p><p>Please choose a bag</p><p>75.00 -</p><p>Ayasa Soft Case</p><p>200.00 -</p><p>Evatek 2.0 HCT Woodbine</p><p>200.00 -</p><p>Evatek 2.0 HCT Blue Moon</p><p>200.00 -</p><p>Evatek 2.0 HCT A.J.P. Signature</p><p>(out of stock)</p><p>200.00 -</p><p>Evatek 2.0 HCT Stonewash</p><p>200.00 -</p><p>Evatek 2.0 HCT Cayenne</p><p>200.00 -</p><p>Evatek 2.0 HCT Black</p><p>200.00 -</p><p>Evatek 2.0 HCT Mustang</p><p>250.00 -</p><p>HCT Cargo Hardcase</p><p>(out of stock)</p>",Ayasa Instruments,Handpan,"instrument, ships:2027-02-15, free-tshirt",TRUE,Title,Default Title,,5000,shopify,0,continue,manual,5000.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/lqZTBPc6uUYSXIM1QvFx1FJd2Tk9CndL7o7b5JOZ.png,1,D Kurd 19 - Ember Steel - 440Hz,active
d-kurd-19-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/MKFouL8d70ruut48arh8alMXa3AMYGusCvkmuBjX.png,2,D Kurd 19 - Ember Steel - 440Hz,
d-kurd-19-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/KRftgEVmp03feWlzHWh86lDtSWNovtb4BdEqMAHD.png,3,D Kurd 19 - Ember Steel - 440Hz,
d-kurd-19-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/Ewl7xjMP8iFFEzyn7XVgK62OUGgf6PPIx8EbOWAH.png,4,D Kurd 19 - Ember Steel - 440Hz,
b3-pygmy-20-ember-steel,B3 Pygmy 20 - Ember Steel - 440Hz,<p>Dedicated video coming soon</p><p>Malte (Left in the video) is playing the B3 Pygmy</p><p>B Pygmy 20 - Ember Steel</p><p>Ships</p><p>on 18-02-2027</p><p>Optional</p><p>Select Please choose a bag</p><p>Evatek 2.0 HCT Woodbine</p><p>Evatek 2.0 HCT Blue Moon</p><p>Evatek 2.0 HCT A.J.P. Signature</p><p>Evatek 2.0 HCT Stonewash</p><p>Evatek 2.0 HCT Cayenne</p><p>Evatek 2.0 HCT Black</p><p>Ayasa Soft Case</p><p>Evatek 2.0 HCT Mustang</p><p>HCT Cargo Hardcase</p>,Ayasa Instruments,Handpan,"instrument, ships:2027-02-18, free-tshirt",TRUE,Title,Default Title,,5000,shopify,0,continue,manual,4800.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/Vi6uYcZEZu0LX0e8txmEt0iHJ2Wg94iYuwxqq7Jl.png,1,B3 Pygmy 20 - Ember Steel - 440Hz,active
fis-kurd-22-ember-steel,F# Kurd 22 - Ember Steel - 440Hz,"<p>The F# Kurd 22 is the classic Kurd in a new 22 note layout. The Kurd scale caused a revolution in the handpan world, transforming a 9 note hexatonic layouts into expansive, versatile musical ecosystems. This scale is known for its deep emotional minor qualities. With this 22 note version we push this legendary scale to new heights. This extended instrument offers a huge range on the top, and includes deep and resonant bottom notes at the same time. It provides maximum creative freedom, allowing experienced players to explore complex chord progressions, deep bass movements and rich harmonic tension.</p><p>Whether composing intricate soundscapes or seeking profound emotional expression, the new F# Kurd 22 is not just an instrument, it's a limitless musical ecosystem.</p><p>---- VIDEO COMING SOON ----</p><p>F# Kurd 22 - Ember Steel</p><p>Ships</p><p>on 15-03-2027</p><p>Full extended F# minor scale</p><p>We need to pack your instrument in a proper handpan case in order</p><p>for your instrument to arrive safely.</p><p>Please choose a bag</p><p>75.00 -</p><p>Ayasa Soft Case</p><p>200.00 -</p><p>Evatek 2.0 HCT Woodbine</p><p>200.00 -</p><p>Evatek 2.0 HCT Blue Moon</p><p>200.00 -</p><p>Evatek 2.0 HCT A.J.P. Signature</p><p>(out of stock)</p><p>200.00 -</p><p>Evatek 2.0 HCT Stonewash</p><p>200.00 -</p><p>Evatek 2.0 HCT Cayenne</p><p>200.00 -</p><p>Evatek 2.0 HCT Black</p><p>200.00 -</p><p>Evatek 2.0 HCT Mustang</p><p>250.00 -</p><p>HCT Cargo Hardcase</p><p>(out of stock)</p>",Ayasa Instruments,Handpan,"instrument, ships:2027-03-15, free-tshirt",TRUE,Title,Default Title,,5000,shopify,0,continue,manual,5200.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/d1o74B9AJaFga4ltpcTq0ZXNQnsErMueHaMYFUv5.png,1,F# Kurd 22 - Ember Steel - 440Hz,active
fis-kurd-22-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/SjHlCmdvwuHKOM48r1SXyRCSOTf23Pm4fTXTLc1h.png,2,F# Kurd 22 - Ember Steel - 440Hz,
fis-kurd-22-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/di5t0975cPEni8uzijjRNPdqNSFNRpcayEpkrhru.png,3,F# Kurd 22 - Ember Steel - 440Hz,
fis-kurd-22-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/uy5hk8Mma3PxTixsICEMjgULEEWTRNRX7ueV7qeE.png,4,F# Kurd 22 - Ember Steel - 440Hz,
fis2-nordlys-16-ember-steel,F#2 Nordlys 16 - Ember Steel - 440Hz,<p>F#2 Nordlys 16 - Ember Steel</p><p>Ships</p><p>on 23-03-2027</p><p>F# Lydian Hexatonic scale</p><p>We need to pack your instrument in a proper handpan case in order</p><p>for your instrument to arrive safely.</p><p>Please choose a bag</p><p>75.00 -</p><p>Ayasa Soft Case</p><p>200.00 -</p><p>Evatek 2.0 HCT Woodbine</p><p>200.00 -</p><p>Evatek 2.0 HCT Blue Moon</p><p>200.00 -</p><p>Evatek 2.0 HCT A.J.P. Signature</p><p>(out of stock)</p><p>200.00 -</p><p>Evatek 2.0 HCT Stonewash</p><p>200.00 -</p><p>Evatek 2.0 HCT Cayenne</p><p>200.00 -</p><p>Evatek 2.0 HCT Black</p><p>200.00 -</p><p>Evatek 2.0 HCT Mustang</p><p>250.00 -</p><p>HCT Cargo Hardcase</p><p>(out of stock)</p>,Ayasa Instruments,Handpan,"instrument, ships:2027-03-23, free-tshirt",TRUE,Title,Default Title,,5000,shopify,0,continue,manual,5000.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/sw0gl8EO1wLJVx9efdMnNjsIAcr2pu8ibRn9QwiC.png,1,F#2 Nordlys 16 - Ember Steel - 440Hz,active
fis2-nordlys-16-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/tBeX5bmk7OT3CNPIq0KK4dte5H2uBfl4m7b6aTG8.png,2,F#2 Nordlys 16 - Ember Steel - 440Hz,
fis2-nordlys-16-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/ofTrN5tM98SRHrjjhgDuQfj7FXS4CmIInZIhgDGe.png,3,F#2 Nordlys 16 - Ember Steel - 440Hz,
fis2-nordlys-16-ember-steel,,,,,,,,,,,,,,,,,,,https://shop.ayasainstruments.com/storage/products/K0073QAK6XYkxnMCsm878FzbLck2vCsnR7xmj6sM.png,4,F#2 Nordlys 16 - Ember Steel - 440Hz,
ayasa-soft-case,Ayasa Soft Case,<p>Very lightweight</p><p>Embroidered Ayasa Logo</p><p>Sturdy design</p><p>Add to wishlist</p><p>Sign up for our newsletter</p>,Ayasa Instruments,Accessory,"accessory, case-option",TRUE,Title,Default Title,,1500,shopify,10,deny,manual,75.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/gAMH3Xtxfo1LvzM9uNnNGG2GrhgxrpH7uXpXnzFk.png,1,Ayasa Soft Case,active
evatek-2-0-hct-black,Evatek 2.0 HCT Black,<p>Made from quality hardcase material</p><p>Fits in most overhead compartments</p><p>Safest handpan case available!</p><p>Add to wishlist</p><p>Sign up for our newsletter</p>,Ayasa Instruments,Accessory,"accessory, case-option",TRUE,Title,Default Title,,1500,shopify,10,deny,manual,200.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/eQhWOZhwyW0LPQMEY2esoXlqEOkq9dUISGvFrPxL.png,1,Evatek 2.0 HCT Black,active
evatek-2-0-hct-cayenne,Evatek 2.0 HCT Cayenne,<p>Made from quality hardcase material</p><p>Fits in most overhead compartments</p><p>Safest handpan case available!</p><p>Add to wishlist</p><p>Sign up for our newsletter</p>,Ayasa Instruments,Accessory,"accessory, case-option",TRUE,Title,Default Title,,1500,shopify,10,deny,manual,200.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/KspmemvH0RITPi3JT7v374NwnEzluXYYw0VOSIXX.png,1,Evatek 2.0 HCT Cayenne,active
evatek-2-0-hct-blue-moon,Evatek 2.0 HCT Blue Moon,<p>Made from quality hardcase material</p><p>Fits in most overhead compartments</p><p>Safest handpan case available!</p><p>Add to wishlist</p><p>Sign up for our newsletter</p>,Ayasa Instruments,Accessory,"accessory, case-option",TRUE,Title,Default Title,,1500,shopify,10,deny,manual,200.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/CyIKY003x12IATBsimI0AM9PHMHONXTVxIyZmWDn.png,1,Evatek 2.0 HCT Blue Moon,active
evatek-2-0-hct-woodbine,Evatek 2.0 HCT Woodbine,<p>Made from quality hardcase material</p><p>Fits in most overhead compartments</p><p>Safest handpan case available!</p><p>Add to wishlist</p><p>Sign up for our newsletter</p>,Ayasa Instruments,Accessory,"accessory, case-option",TRUE,Title,Default Title,,1500,shopify,10,deny,manual,200.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/ZX15ZQnEfSOGJltPvxWP5z2vBXToTlKTxcLF4IAV.png,1,Evatek 2.0 HCT Woodbine,active
evatek-2-0-hct-stonewash,Evatek 2.0 HCT Stonewash,<p>Made from quality hardcase material</p><p>Fits in most overhead compartments</p><p>Safest handpan case available!</p><p>Add to wishlist</p><p>Sign up for our newsletter</p>,Ayasa Instruments,Accessory,"accessory, case-option",TRUE,Title,Default Title,,1500,shopify,10,deny,manual,200.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/KQhUx42OZnWDB0jodQ5qizLiTWaOn3RgkkYdAZox.png,1,Evatek 2.0 HCT Stonewash,active
evatek-2-0-hct-mustang,Evatek 2.0 HCT Mustang,<p>Made from quality hardcase material</p><p>Fits in most overhead compartments</p><p>Safest handpan case available!</p><p>Add to wishlist</p><p>Sign up for our newsletter</p>,Ayasa Instruments,Accessory,"accessory, case-option",TRUE,Title,Default Title,,1500,shopify,10,deny,manual,200.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/C4oIfjZ1xXKrJLW5mcNu4zufjIYvwuMIpAldOBGN.png,1,Evatek 2.0 HCT Mustang,active
hct-cargo-hardcase,HCT Cargo Hardcase,<p>Ships</p><p>on 10-10-2026</p><p>Made from quality hardcase material</p><p>Ready to fly</p><p>Safest handpan case available!</p><p>Add to wishlist</p><p>Sign up for our newsletter</p>,Ayasa Instruments,Accessory,"accessory, case-option, ships:2026-10-10",TRUE,Title,Default Title,,1500,shopify,0,continue,manual,250.00,,TRUE,TRUE,https://shop.ayasainstruments.com/storage/products/R9k9XvMk7yLWx3eMKKXAxGAjYJTgtsHSgQC1TPXf.png,1,HCT Cargo Hardcase,active
evatek-2-0-hct-a-j-p-signature,Evatek 2.0 HCT A.J.P. Signature,<p>Evatek 2.0 HCT hardcase — A.J.P. Signature edition.</p>,Ayasa Instruments,Accessory,case-option,TRUE,Title,Default Title,,1500,shopify,10,deny,manual,200.00,,TRUE,TRUE,,,,active
